BHK,Rent,Size,Bathroom,Cluster,City,Area Type
2.0,5000.0,625.0,2.0,2,Bangalore,Carpet Area
1.0,4000.0000000000005,100.0,2.0,1,Bangalore,Super Area
2.0,15000.0,1200.0,1.0,2,Bangalore,Carpet Area
3.0,18000.0,1200.0,2.0,2,Bangalore,Carpet Area
2.0,12000.0,1080.0,1.0,2,Bangalore,Carpet Area
1.0,8499.999999999998,700.0,1.0,1,Bangalore,Super Area
2.0,11000.0,800.0,2.0,1,Bangalore,Super Area
3.0,42000.0,1880.0,2.0,1,Bangalore,Super Area
2.0,25000.0,1305.0,2.0,1,Bangalore,Super Area
1.0,8499.999999999998,600.0,1.0,1,Bangalore,Super Area
2.0,12500.0,950.0,2.0,1,Bangalore,Super Area
2.0,18000.0,1188.0,2.0,1,Bangalore,Super Area
1.0,6000.0,500.0,1.0,1,Bangalore,Super Area
2.0,9000.0,875.0,2.0,1,Bangalore,Super Area
3.0,54000.0,2100.0,3.0000000000000004,2,Bangalore,Carpet Area
3.0,22000.0,1200.0,2.0,1,Bangalore,Super Area
3.0,67500.0,2175.0,3.0000000000000004,1,Bangalore,Super Area
1.0,7000.0,600.0,1.0,1,Bangalore,Super Area
2.0,28000.0,1150.0,2.0,2,Bangalore,Carpet Area
3.0,55000.0,1788.0,3.0000000000000004,2,Bangalore,Carpet Area
2.0,19000.0,1250.0,2.0,1,Bangalore,Super Area
1.0,11000.0,600.0,1.0,2,Bangalore,Carpet Area
3.0,18000.0,1600.0,2.0,1,Bangalore,Super Area
3.0,67500.0,1520.0,3.4999999999999996,2,Bangalore,Carpet Area
1.0,12000.0,550.0,1.0,2,Bangalore,Carpet Area
2.0,18000.0,1100.0,2.0,1,Bangalore,Super Area
2.0,30000.0,1100.0,2.0,2,Bangalore,Carpet Area
2.0,10000.0,1100.0,2.0,1,Bangalore,Super Area
1.0,6000.0,400.0,1.0,1,Bangalore,Super Area
1.0,4500.0,300.0,1.0,1,Bangalore,Super Area
1.0,8000.0,500.0,1.0,1,Bangalore,Super Area
2.0,20000.0,1100.0,2.0,2,Bangalore,Carpet Area
2.0,17500.0,1000.0,2.0,2,Bangalore,Carpet Area
2.0,22000.0,850.0,2.0,1,Bangalore,Super Area
2.0,16999.999999999996,1020.0,2.0,1,Bangalore,Super Area
2.0,22000.0,1250.0,2.0,1,Bangalore,Super Area
3.0,24000.0,1400.0,3.0000000000000004,1,Bangalore,Super Area
1.0,12000.0,600.0,1.0,1,Bangalore,Super Area
1.0,4500.0,200.0,1.0,1,Bangalore,Super Area
1.0,5000.0,300.0,1.0,1,Bangalore,Super Area
1.0,6000.0,400.0,1.0,1,Bangalore,Super Area
1.0,11000.0,450.0,1.0,1,Bangalore,Super Area
2.0,20000.0,1180.0,2.0,1,Bangalore,Super Area
3.0,35000.0,1460.0,3.0000000000000004,2,Bangalore,Carpet Area
3.0,24000.0,1464.0,3.0000000000000004,2,Bangalore,Carpet Area
2.0,10000.0,700.0,2.0,2,Bangalore,Carpet Area
2.0,16000.0,680.0,2.0,2,Bangalore,Carpet Area
3.0,67500.0,2175.0,3.4999999999999996,2,Bangalore,Carpet Area
2.0,14000.0,800.0,1.0,1,Bangalore,Super Area
2.0,7500.0,600.0,1.0,2,Bangalore,Carpet Area
3.0,16000.0,1200.0,3.0000000000000004,2,Bangalore,Carpet Area
4.0,65000.0,2175.0,3.0000000000000004,2,Bangalore,Carpet Area
2.0,18000.0,1800.0,2.0,1,Bangalore,Super Area
1.0,8000.0,500.0,1.0,1,Bangalore,Super Area
2.0,11000.0,1200.0,2.0,1,Bangalore,Super Area
1.0,8000.0,750.0,1.0,1,Bangalore,Super Area
1.0,13000.0,700.0,2.0,1,Bangalore,Super Area
2.0,30000.0,1000.0,2.0,2,Bangalore,Carpet Area
2.0,14000.0,800.0,2.0,1,Delhi,Super Area
1.0,20000.0,200.0,1.0,1,Delhi,Super Area
3.0,67500.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,9500.0,400.0,1.0,2,Delhi,Carpet Area
3.0,14000.0,600.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,65000.0,1550.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,18500.0,650.0,2.0,2,Delhi,Carpet Area
2.0,40000.0,850.0,2.0,2,Delhi,Carpet Area
4.0,67500.0,2000.0,3.4999999999999996,2,Delhi,Carpet Area
1.0,3500.0000000000005,180.0,1.0,1,Delhi,Super Area
3.0,25000.0,140.0,2.0,2,Delhi,Carpet Area
1.0,9000.0,450.0,1.0,2,Delhi,Carpet Area
3.0,67500.0,2175.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,22000.0,720.0,1.0,2,Delhi,Carpet Area
2.0,12000.0,400.0,1.0,2,Delhi,Carpet Area
2.0,11000.0,450.0,1.0,2,Delhi,Carpet Area
1.0,20000.0,250.0,1.0,2,Delhi,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,1,Delhi,Super Area
2.0,11000.0,550.0,2.0,2,Delhi,Carpet Area
2.0,10000.0,450.0,1.0,2,Delhi,Carpet Area
3.0,60000.0,2175.0,3.0000000000000004,2,Delhi,Carpet Area
4.0,67500.0,800.0,3.4999999999999996,1,Delhi,Super Area
2.0,16000.0,100.0,2.0,1,Delhi,Super Area
1.0,16000.0,400.0,1.0,2,Delhi,Carpet Area
2.0,12000.0,750.0,2.0,2,Delhi,Carpet Area
1.0,8000.0,400.0,1.0,2,Delhi,Carpet Area
3.0,14000.0,1100.0,2.0,2,Delhi,Carpet Area
1.0,14900.0,450.0,1.0,2,Delhi,Carpet Area
2.0,15000.0,850.0,2.0,2,Delhi,Carpet Area
3.0,10000.0,600.0,1.0,2,Delhi,Carpet Area
2.0,40000.0,750.0,2.0,2,Delhi,Carpet Area
1.0,9000.0,500.0,1.0,2,Delhi,Carpet Area
1.0,7000.0,350.0,1.0,2,Delhi,Carpet Area
2.0,13500.0,623.0,1.0,2,Delhi,Carpet Area
3.0,67500.0,2175.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,20000.0,75.0,1.0,2,Delhi,Carpet Area
2.0,7500.0,450.0,1.0,2,Delhi,Carpet Area
2.0,9000.0,445.0,2.0,2,Delhi,Carpet Area
3.0,67500.0,300.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,50000.0,1670.0,3.0000000000000004,1,Delhi,Super Area
1.0,13000.0,550.0,1.0,2,Delhi,Carpet Area
1.0,12000.0,350.0,1.0,2,Delhi,Carpet Area
2.0,16000.0,650.0,2.0,2,Delhi,Carpet Area
2.0,13000.0,70.0,1.0,1,Delhi,Super Area
2.0,29000.0,100.0,2.0,2,Delhi,Carpet Area
3.0,18000.0,800.0,1.0,1,Delhi,Super Area
2.0,8499.999999999998,59.99999999999999,1.0,1,Delhi,Super Area
3.0,27000.0,2000.0,2.0,2,Delhi,Carpet Area
2.0,18000.0,600.0,2.0,2,Delhi,Carpet Area
1.0,11500.0,450.0,1.0,2,Delhi,Carpet Area
2.0,67500.0,2175.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,15500.0,600.0,2.0,2,Delhi,Carpet Area
4.0,55000.0,2000.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,20000.0,800.0,2.0,1,Delhi,Super Area
3.0,35000.0,170.0,2.0,2,Delhi,Carpet Area
2.0,38000.0,150.0,2.0,2,Delhi,Carpet Area
2.0,16000.0,650.0,2.0,2,Delhi,Carpet Area
3.0,50000.0,1250.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,9500.0,600.0,2.0,1,Delhi,Super Area
4.0,67500.0,2100.0,3.4999999999999996,2,Delhi,Carpet Area
1.0,10000.0,450.0,1.0,1,Delhi,Super Area
2.0,25000.0,100.0,2.0,2,Delhi,Carpet Area
1.0,30000.0,650.0,1.0,1,Delhi,Super Area
2.0,12000.0,48.0,2.0,1,Delhi,Super Area
2.0,16500.0,550.0,2.0,2,Delhi,Carpet Area
1.0,4500.0,239.99999999999997,1.0,1,Delhi,Super Area
2.0,30000.0,700.0,2.0,2,Delhi,Carpet Area
1.0,12000.0,48.0,1.0,1,Delhi,Super Area
2.0,23000.0,100.0,2.0,1,Delhi,Super Area
3.0,67500.0,1901.0,3.0000000000000004,1,Delhi,Super Area
1.0,5500.0,50.0,1.0,2,Delhi,Carpet Area
3.0,35000.0,1300.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,9000.0,145.0,2.0,1,Delhi,Super Area
2.0,22000.0,800.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,35000.0,1100.0,3.4999999999999996,1,Delhi,Super Area
1.0,12000.0,450.0,1.0,1,Delhi,Super Area
2.0,6000.0,300.0,1.0,2,Delhi,Carpet Area
2.0,22000.0,1040.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,5000.0,25.0,1.0,2,Delhi,Carpet Area
2.0,20500.0,900.0,2.0,1,Delhi,Super Area
2.0,7500.0,1100.0,1.0,1,Delhi,Super Area
2.0,5500.0,380.0,2.0,1,Delhi,Super Area
3.0,25000.0,450.0,2.0,2,Delhi,Carpet Area
1.0,13000.0,550.0,1.0,2,Delhi,Carpet Area
1.0,5000.0,180.0,1.0,1,Delhi,Super Area
3.0,40000.0,1650.0,2.0,2,Delhi,Carpet Area
1.0,12500.0,250.0,1.0,1,Delhi,Super Area
1.0,6000.0,400.0,1.0,2,Delhi,Carpet Area
2.0,15500.0,900.0,2.0,2,Delhi,Carpet Area
3.0,67500.0,1900.0,3.0000000000000004,1,Delhi,Super Area
3.0,36000.0,892.0,2.0,2,Delhi,Carpet Area
1.0,13000.0,400.0,1.0,2,Delhi,Carpet Area
3.0,45000.0,100.0,2.0,2,Delhi,Carpet Area
2.0,2000.0,59.99999999999999,1.0,1,Delhi,Super Area
2.0,28000.0,80.0,2.0,1,Delhi,Super Area
2.0,9000.0,450.0,1.0,2,Delhi,Carpet Area
1.0,12000.0,520.0,1.0,2,Delhi,Carpet Area
1.0,13000.0,350.0,1.0,1,Delhi,Super Area
2.0,11000.0,600.0,2.0,2,Delhi,Carpet Area
3.0,35000.0,950.0,2.0,2,Delhi,Carpet Area
2.0,10000.0,450.0,1.0,2,Delhi,Carpet Area
1.0,20000.0,450.0,1.0,2,Delhi,Carpet Area
2.0,25000.0,850.0,2.0,2,Delhi,Carpet Area
1.0,8000.0,200.0,1.0,2,Delhi,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,2,Delhi,Carpet Area
3.0,36000.0,1500.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,12000.0,700.0,2.0,1,Delhi,Super Area
1.0,8499.999999999998,530.0,1.0,1,Delhi,Super Area
3.0,16999.999999999996,800.0,2.0,2,Delhi,Carpet Area
1.0,7500.0,45.0,1.0,1,Delhi,Super Area
1.0,16000.0,900.0,1.0,1,Delhi,Super Area
1.0,9000.0,450.0,1.0,1,Delhi,Super Area
2.0,8000.0,650.0,1.0,1,Delhi,Super Area
2.0,45000.0,900.0,2.0,1,Delhi,Super Area
2.0,27000.0,900.0,2.0,2,Delhi,Carpet Area
2.0,14000.0,119.99999999999999,2.0,1,Delhi,Super Area
2.0,14000.0,600.0,2.0,2,Delhi,Carpet Area
2.0,14000.0,615.0,2.0,2,Delhi,Carpet Area
1.0,7500.0,225.0,1.0,2,Delhi,Carpet Area
1.0,10000.0,800.0,1.0,2,Delhi,Carpet Area
1.0,7000.0,400.0,1.0,2,Delhi,Carpet Area
1.0,25000.0,800.0,2.0,1,Delhi,Super Area
2.0,9000.0,59.99999999999999,1.0,1,Delhi,Super Area
3.0,22000.0,1000.0,2.0,1,Delhi,Super Area
3.0,10000.0,75.0,1.0,1,Delhi,Super Area
3.0,11000.0,800.0,2.0,1,Delhi,Super Area
1.0,12500.0,200.0,1.0,1,Delhi,Super Area
3.0,15000.0,800.0,2.0,2,Delhi,Carpet Area
2.0,35000.0,80.0,2.0,1,Delhi,Super Area
2.0,35000.0,900.0,2.0,1,Delhi,Super Area
2.0,52000.0,1125.0,2.0,1,Delhi,Super Area
3.0,15000.0,900.0,2.0,1,Delhi,Super Area
2.0,32000.0,1100.0,2.0,2,Delhi,Carpet Area
1.0,11500.0,400.0,1.0,2,Delhi,Carpet Area
3.0,45000.0,713.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,16000.0,700.0,1.0,2,Delhi,Carpet Area
2.0,20000.0,1000.0,2.0,2,Delhi,Carpet Area
1.0,7000.0,54.0,1.0,1,Delhi,Super Area
3.0,67500.0,200.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,15000.0,200.0,1.0,1,Delhi,Super Area
2.0,22000.0,800.0,2.0,1,Delhi,Super Area
2.0,32000.0,1000.0,2.0,1,Delhi,Super Area
2.0,20000.0,500.0,2.0,2,Delhi,Carpet Area
1.0,35000.0,300.0,1.0,1,Delhi,Super Area
2.0,35000.0,900.0,2.0,2,Delhi,Carpet Area
3.0,65000.0,239.99999999999997,3.0000000000000004,2,Delhi,Carpet Area
2.0,15000.0,650.0,2.0,2,Delhi,Carpet Area
3.0,12000.0,950.0,2.0,2,Delhi,Carpet Area
1.0,8000.0,500.0,1.0,1,Delhi,Super Area
1.0,11000.0,500.0,1.0,1,Delhi,Super Area
2.0,12000.0,450.0,2.0,1,Delhi,Super Area
4.0,67500.0,2175.0,3.4999999999999996,2,Delhi,Carpet Area
2.0,24000.0,150.0,1.0,1,Delhi,Super Area
1.0,20000.0,400.0,1.0,2,Delhi,Carpet Area
3.0,16000.0,100.0,2.0,1,Delhi,Super Area
1.0,15000.0,400.0,1.0,2,Delhi,Carpet Area
2.0,28500.0,900.0,2.0,2,Delhi,Carpet Area
3.0,30000.0,1350.0,3.0000000000000004,1,Delhi,Super Area
1.0,16000.0,500.0,1.0,1,Delhi,Super Area
3.0,67500.0,1700.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,11000.0,400.0,1.0,2,Delhi,Carpet Area
2.0,21000.0,110.0,1.0,1,Delhi,Super Area
3.0,10500.0,1200.0,2.0,1,Delhi,Super Area
2.0,15000.0,50.0,2.0,2,Delhi,Carpet Area
3.0,16000.0,100.0,2.0,1,Delhi,Super Area
2.0,45000.0,1000.0,2.0,1,Delhi,Super Area
1.0,6000.0,63.0,1.0,1,Delhi,Super Area
3.0,40000.0,1800.0,2.0,1,Delhi,Super Area
2.0,36000.0,1440.0,2.0,2,Delhi,Carpet Area
2.0,12000.0,55.0,2.0,1,Delhi,Super Area
3.0,45000.0,1500.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,20000.0,400.0,1.0,1,Delhi,Super Area
3.0,10000.0,100.0,2.0,2,Delhi,Carpet Area
2.0,5000.0,500.0,1.0,1,Delhi,Super Area
2.0,8000.0,100.0,2.0,1,Delhi,Super Area
2.0,13000.0,455.0,1.0,1,Delhi,Super Area
2.0,15000.0,80.0,1.0,2,Delhi,Carpet Area
2.0,7500.0,450.0,1.0,1,Delhi,Super Area
1.0,6000.0,400.0,1.0,1,Delhi,Super Area
4.0,67500.0,300.0,3.4999999999999996,1,Delhi,Super Area
2.0,12000.0,700.0,2.0,1,Delhi,Super Area
2.0,10000.0,600.0,2.0,1,Delhi,Super Area
2.0,10000.0,800.0,2.0,1,Delhi,Super Area
2.0,12000.0,950.0,2.0,1,Delhi,Super Area
2.0,15000.0,450.0,1.0,1,Delhi,Super Area
1.0,10000.0,450.0,1.0,2,Delhi,Carpet Area
2.0,12000.0,68.0,1.0,1,Delhi,Super Area
2.0,14500.0,850.0,2.0,2,Delhi,Carpet Area
2.0,18500.0,1000.0,2.0,1,Delhi,Super Area
1.0,24000.0,600.0,1.0,2,Delhi,Carpet Area
2.0,11000.0,65.0,1.0,1,Delhi,Super Area
3.0,52000.0,1700.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,67500.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,12000.0,1000.0,1.0,1,Delhi,Super Area
2.0,22000.0,900.0,2.0,2,Delhi,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,1,Delhi,Super Area
2.0,20000.0,75.0,2.0,1,Delhi,Super Area
3.0,45000.0,200.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,8000.0,200.0,1.0,2,Delhi,Carpet Area
1.0,8000.0,200.0,1.0,2,Delhi,Carpet Area
2.0,9500.0,450.0,1.0,2,Delhi,Carpet Area
2.0,25000.0,750.0,2.0,2,Delhi,Carpet Area
2.0,12000.0,400.0,1.0,2,Delhi,Carpet Area
2.0,24000.0,84.0,2.0,2,Delhi,Carpet Area
2.0,27000.0,90.0,2.0,1,Delhi,Super Area
2.0,18000.0,90.0,2.0,1,Delhi,Super Area
2.0,16999.999999999996,500.0,2.0,1,Delhi,Super Area
2.0,15000.0,75.0,2.0,1,Delhi,Super Area
1.0,13000.0,512.0,1.0,2,Delhi,Carpet Area
3.0,67500.0,1500.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,14000.0,446.0,1.0,1,Delhi,Super Area
3.0,32000.0,1100.0,2.0,1,Delhi,Super Area
1.0,4000.0000000000005,125.0,1.0,1,Delhi,Super Area
3.0,67500.0,1800.0,3.0000000000000004,1,Delhi,Super Area
3.0,20000.0,1300.0,2.0,1,Delhi,Super Area
3.0,30000.0,2000.0,2.0,1,Delhi,Super Area
2.0,67500.0,1200.0,2.0,2,Delhi,Carpet Area
3.0,19500.0,125.0,2.0,1,Delhi,Super Area
2.0,18000.0,730.0,2.0,2,Delhi,Carpet Area
2.0,25000.0,160.0,2.0,2,Delhi,Carpet Area
2.0,18000.0,1000.0,2.0,1,Delhi,Super Area
1.0,10000.0,450.0,1.0,1,Delhi,Super Area
2.0,12000.0,75.0,2.0,1,Delhi,Super Area
3.0,25000.0,2000.0,3.0000000000000004,1,Delhi,Super Area
4.0,40000.0,2175.0,3.0000000000000004,1,Delhi,Super Area
2.0,30000.0,1800.0,2.0,1,Delhi,Super Area
3.0,29000.0,1800.0,3.0000000000000004,1,Delhi,Super Area
3.0,35000.0,2175.0,3.0000000000000004,1,Delhi,Super Area
3.0,21000.0,2175.0,2.0,2,Delhi,Carpet Area
3.0,31000.0,900.0,2.0,2,Delhi,Carpet Area
2.0,8000.0,75.0,1.0,1,Delhi,Super Area
2.0,15500.0,75.0,2.0,1,Delhi,Super Area
3.0,32000.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,30000.0,160.0,3.0000000000000004,2,Delhi,Carpet Area
4.0,42000.0,2175.0,3.4999999999999996,2,Delhi,Carpet Area
3.0,20500.0,1050.0,2.0,2,Delhi,Carpet Area
3.0,60000.0,1800.0,3.0000000000000004,1,Delhi,Super Area
2.0,67500.0,2175.0,2.0,1,Delhi,Super Area
1.0,16000.0,499.0,1.0,2,Delhi,Carpet Area
1.0,8499.999999999998,450.0,1.0,2,Delhi,Carpet Area
1.0,14000.0,59.99999999999999,1.0,1,Delhi,Super Area
3.0,67500.0,2175.0,3.0000000000000004,1,Delhi,Super Area
2.0,8000.0,130.0,1.0,1,Delhi,Super Area
3.0,12500.0,650.0,1.0,1,Delhi,Super Area
2.0,14000.0,100.0,1.0,1,Delhi,Super Area
2.0,6000.0,45.0,1.0,1,Delhi,Super Area
2.0,10000.0,600.0,2.0,1,Delhi,Super Area
3.0,15000.0,800.0,1.0,1,Delhi,Super Area
3.0,8000.0,1500.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,10000.0,29.999999999999996,1.0,1,Delhi,Super Area
1.0,8499.999999999998,55.0,1.0,1,Delhi,Super Area
2.0,25000.0,900.0,2.0,2,Delhi,Carpet Area
2.0,13000.0,1000.0,1.0,2,Delhi,Carpet Area
1.0,6000.0,360.0,1.0,1,Delhi,Super Area
1.0,7000.0,450.0,1.0,1,Delhi,Super Area
2.0,22000.0,900.0,2.0,1,Delhi,Super Area
2.0,40000.0,1100.0,2.0,1,Delhi,Super Area
2.0,22000.0,700.0,2.0,1,Delhi,Super Area
1.0,4500.0,400.0,1.0,1,Delhi,Super Area
3.0,15000.0,950.0,2.0,1,Delhi,Super Area
3.0,67500.0,2175.0,3.4999999999999996,1,Delhi,Super Area
2.0,23000.0,950.0,2.0,2,Delhi,Carpet Area
3.0,45000.0,1100.0,3.0000000000000004,1,Delhi,Super Area
1.0,15000.0,496.99999999999994,1.0,2,Delhi,Carpet Area
3.0,13000.0,100.0,2.0,1,Delhi,Super Area
2.0,10000.0,70.0,2.0,1,Delhi,Super Area
2.0,10000.0,55.0,2.0,1,Delhi,Super Area
1.0,6500.0,300.0,1.0,1,Delhi,Super Area
1.0,7000.0,400.0,1.0,2,Delhi,Carpet Area
2.0,7000.0,500.0,2.0,1,Delhi,Super Area
4.0,17401.0,650.0,2.0,1,Delhi,Super Area
1.0,5500.0,630.0,1.0,1,Delhi,Super Area
1.0,20000.0,450.0,1.0,1,Delhi,Super Area
2.0,7000.0,500.0,1.0,1,Delhi,Super Area
4.5,67500.0,200.0,3.4999999999999996,2,Delhi,Carpet Area
2.0,13000.0,95.0,1.0,1,Delhi,Super Area
4.0,60000.0,272.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,16999.999999999996,800.0,2.0,2,Delhi,Carpet Area
2.0,16000.0,50.0,2.0,1,Delhi,Super Area
1.0,9500.0,400.0,1.0,1,Delhi,Super Area
1.0,5000.0,450.0,1.0,1,Delhi,Super Area
3.0,27000.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,29000.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,29000.0,2000.0,3.0000000000000004,2,Delhi,Carpet Area
4.0,37000.0,2175.0,3.4999999999999996,2,Delhi,Carpet Area
4.0,36000.0,2175.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,35000.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
4.0,42000.0,2175.0,3.4999999999999996,2,Delhi,Carpet Area
3.0,37000.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,30000.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,20000.0,1200.0,2.0,1,Delhi,Super Area
1.0,8499.999999999998,600.0,1.0,2,Delhi,Carpet Area
1.0,11000.0,350.0,1.0,1,Delhi,Super Area
2.0,14000.0,100.0,2.0,1,Delhi,Super Area
3.0,55000.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,25000.0,900.0,2.0,2,Delhi,Carpet Area
3.0,20500.0,1150.0,2.0,2,Delhi,Carpet Area
4.0,28000.0,1400.0,2.0,2,Delhi,Carpet Area
1.0,5000.0,500.0,1.0,1,Delhi,Super Area
4.0,35000.0,300.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,30000.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
1.0,10000.0,500.0,1.0,2,Delhi,Carpet Area
1.0,11000.0,500.0,1.0,1,Delhi,Super Area
2.0,16999.999999999996,80.0,2.0,1,Delhi,Super Area
2.0,35000.0,1000.0,2.0,1,Delhi,Super Area
3.0,30000.0,1600.0,2.0,1,Delhi,Super Area
4.0,30000.0,1800.0,3.4999999999999996,1,Delhi,Super Area
2.0,13000.0,400.0,2.0,2,Delhi,Carpet Area
2.0,13000.0,900.0,2.0,1,Delhi,Super Area
1.0,11000.0,479.99999999999994,1.0,2,Delhi,Carpet Area
1.0,13000.0,180.0,1.0,2,Delhi,Carpet Area
2.0,33000.0,1000.0,2.0,2,Delhi,Carpet Area
3.0,25000.0,1120.0,2.0,1,Delhi,Super Area
3.0,67500.0,1800.0,3.0000000000000004,2,Delhi,Carpet Area
3.0,30000.0,1200.0,2.0,2,Delhi,Carpet Area
1.0,9000.0,550.0,1.0,1,Delhi,Super Area
2.0,14500.0,1400.0,1.0,1,Delhi,Super Area
3.0,50000.0,1600.0,2.0,2,Delhi,Carpet Area
1.0,20000.0,650.0,1.0,2,Delhi,Carpet Area
4.0,15000.0,119.99999999999999,3.4999999999999996,1,Delhi,Super Area
2.0,7500.0,450.0,1.0,2,Delhi,Carpet Area
1.0,13500.0,520.0,1.0,1,Delhi,Super Area
1.0,14000.0,850.0,1.0,1,Delhi,Super Area
2.0,18000.0,850.0,2.0,2,Delhi,Carpet Area
2.0,14000.0,585.0,1.0,2,Delhi,Carpet Area
3.0,65000.0,1600.0,2.0,2,Delhi,Carpet Area
2.0,22000.0,950.0,2.0,1,Delhi,Super Area
1.0,4000.0000000000005,119.99999999999999,1.0,1,Delhi,Super Area
2.0,10000.0,500.0,1.0,1,Delhi,Super Area
1.0,7500.0,200.0,1.0,2,Delhi,Carpet Area
1.0,16999.999999999996,550.0,1.0,1,Delhi,Super Area
1.0,18000.0,650.0,1.0,2,Delhi,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,2,Delhi,Carpet Area
1.0,10000.0,50.0,1.0,1,Delhi,Super Area
2.0,15000.0,550.0,1.0,2,Delhi,Carpet Area
2.0,16500.0,90.0,2.0,1,Delhi,Super Area
3.0,67500.0,2175.0,3.0000000000000004,1,Delhi,Super Area
1.0,7500.0,150.0,1.0,2,Delhi,Carpet Area
2.0,6000.0,450.0,1.0,1,Delhi,Super Area
2.0,18000.0,750.0,2.0,2,Delhi,Carpet Area
2.0,18000.0,975.0,1.0,1,Delhi,Super Area
3.0,8000.0,106.0,1.0,1,Delhi,Super Area
2.0,14000.0,750.0,2.0,1,Delhi,Super Area
2.0,11000.0,80.0,2.0,1,Delhi,Super Area
3.0,25000.0,96.0,2.0,1,Delhi,Super Area
1.0,9000.0,500.0,1.0,1,Delhi,Super Area
3.0,47000.0,1550.0,2.0,2,Delhi,Carpet Area
2.0,20000.0,1000.0,2.0,1,Delhi,Super Area
1.0,6000.0,400.0,1.0,1,Delhi,Super Area
1.0,5000.0,450.0,1.0,1,Delhi,Super Area
2.0,20000.0,1000.0,1.0,1,Delhi,Super Area
1.0,10000.0,450.0,1.0,1,Delhi,Super Area
3.0,15000.0,100.0,2.0,1,Delhi,Super Area
2.0,13500.0,550.0,2.0,2,Delhi,Carpet Area
1.0,5500.0,400.0,1.0,1,Delhi,Super Area
1.0,14000.0,59.99999999999999,1.0,1,Delhi,Super Area
4.0,18000.0,900.0,2.0,1,Delhi,Super Area
1.0,20000.0,700.0,1.0,1,Delhi,Super Area
2.0,9300.0,500.0,1.0,1,Delhi,Super Area
3.0,67500.0,2000.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,7500.0,400.0,1.0,2,Delhi,Carpet Area
3.0,30000.0,1500.0,2.0,2,Delhi,Carpet Area
2.0,13000.0,70.0,1.0,1,Delhi,Super Area
2.0,8499.999999999998,59.99999999999999,2.0,1,Delhi,Super Area
3.0,44299.99999999999,200.0,3.0000000000000004,2,Delhi,Carpet Area
2.0,45000.0,1650.0,2.0,2,Delhi,Carpet Area
2.0,30000.0,1150.0,2.0,2,Delhi,Carpet Area
2.0,40000.0,1800.0,2.0,2,Delhi,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,2,Delhi,Carpet Area
2.0,12000.0,900.0,1.0,1,Delhi,Super Area
2.0,13500.0,700.0,1.0,1,Delhi,Super Area
2.0,30000.0,900.0,2.0,1,Delhi,Super Area
1.0,9500.0,400.0,1.0,1,Delhi,Super Area
4.0,67500.0,2175.0,3.4999999999999996,2,Delhi,Carpet Area
3.0,30000.0,2000.0,3.0000000000000004,1,Delhi,Super Area
2.0,9000.0,450.0,1.0,1,Delhi,Super Area
2.0,13000.0,400.0,1.0,2,Delhi,Carpet Area
2.0,7000.0,500.0,1.0,1,Delhi,Super Area
1.0,18000.0,450.0,1.0,2,Delhi,Carpet Area
1.0,3500.0000000000005,350.0,1.0,1,Delhi,Super Area
4.0,65000.0,272.0,3.4999999999999996,2,Delhi,Carpet Area
1.0,19000.0,545.0,1.0,1,Delhi,Super Area
2.0,23000.0,84.0,2.0,1,Delhi,Super Area
